date,protocol,program_name,app_name,top_level_name,net_dollar_flow,net_price_stock_change,last_price_net_dollar_flow,usd_value,tvl_change,error,cumul_net_dollar_flow,cumul_last_price_net_dollar_flow,cumul_net_price_stock_change,program_name_join,protocol_join,app_name_join,top_level_name_join,include_in_summary,op_source,start_date,end_date,num_op,cumul_net_dollar_flow_if_ended,cumul_last_price_net_dollar_flow_if_ended,program_rank_desc,cumul_net_dollar_flow_at_program_end,cumul_last_price_net_dollar_flow_at_program_end,cumul_net_price_stock_change_at_program_end,num_op_at_program_end,cumul_net_dollar_flow_if_ended_at_program_end,cumul_last_price_net_dollar_flow_if_ended_at_program_end,period
2022-07-13,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,128608.32316000015,0.0,128608.32316000015,24586302.57625,,,128608.32316000015,128608.32316000015,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,128608.32316000015,128608.32316000015,158,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-07-14,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,1736532.1845199987,0.0,1736532.1845199987,26322834.76077,1736532.1845199987,0.0,1865140.5076799989,1865140.5076799989,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,1865140.5076799989,1865140.5076799989,157,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-07-15,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,5674180.047120001,0.0,5674180.047120001,31997014.80789,5674180.047120001,0.0,7539320.5548,7539320.5548,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,7539320.5548,7539320.5548,156,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-07-16,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,5081231.32539,0.0,5081231.32539,37078246.13328,5081231.32539,0.0,12620551.88019,12620551.88019,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,12620551.88019,12620551.88019,155,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-07-17,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,12643565.977179997,0.0,12643565.977179997,49721812.11046,12643565.977179997,0.0,25264117.857369997,25264117.857369997,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,25264117.857369997,25264117.857369997,154,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-07-18,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,3105505.2616299987,0.0,3105505.2616299987,52827317.37209,3105505.2616299987,0.0,28369623.118999995,28369623.118999995,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,28369623.118999995,28369623.118999995,153,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-07-19,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,9130055.881980002,0.0,9130055.881980002,61957373.25407,9130055.881980002,0.0,37499679.00098,37499679.00098,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,37499679.00098,37499679.00098,152,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-07-20,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,3897175.859520003,0.0,3897175.859520003,65854549.11359,3897175.859520003,0.0,41396854.8605,41396854.8605,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,41396854.8605,41396854.8605,151,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-07-21,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,5962400.546220005,0.0,5962400.546220005,71816949.65981,5962400.546220005,0.0,47359255.406720005,47359255.406720005,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,47359255.406720005,47359255.406720005,150,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-07-22,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,2761797.8318699896,0.0,2761797.8318699896,74578747.49168,2761797.8318699896,0.0,50121053.238589995,50121053.238589995,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,50121053.238589995,50121053.238589995,149,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-07-23,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,3368855.9400700033,0.0,3368855.9400700033,77947603.43175,3368855.9400700033,0.0,53489909.17866,53489909.17866,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,53489909.17866,53489909.17866,148,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-07-24,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,2272435.1151600033,0.0,2272435.1151600033,80220038.54691,2272435.1151600033,0.0,55762344.29382,55762344.29382,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,55762344.29382,55762344.29382,147,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-07-25,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,2956463.7106000036,0.0,2956463.7106000036,83176502.25751,2956463.7106000036,0.0,58718808.004420005,58718808.004420005,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,58718808.004420005,58718808.004420005,146,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-07-26,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,2380605.7750099897,0.0,2380605.7750099897,85557108.03252,2380605.7750099897,0.0,61099413.779429995,61099413.779429995,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,61099413.779429995,61099413.779429995,145,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-07-27,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,3229073.626310006,0.0,3229073.626310006,88786181.65883,3229073.626310006,0.0,64328487.40574,64328487.40574,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,64328487.40574,64328487.40574,144,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-07-28,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,14713189.934809998,0.0,14713189.934809998,103499371.59364,14713189.934809998,0.0,79041677.34055,79041677.34055,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,79041677.34055,79041677.34055,143,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-07-29,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,8950984.468089998,0.0,8950984.468089998,112450356.06173,8950984.468089998,0.0,87992661.80864,87992661.80864,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,87992661.80864,87992661.80864,142,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-07-30,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,13633327.40640001,0.0,13633327.40640001,126083683.46813,13633327.40640001,0.0,101625989.21504,101625989.21504,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,101625989.21504,101625989.21504,141,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-07-31,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,10544559.349939987,0.0,10544559.349939987,136628242.81807,10544559.349939987,0.0,112170548.56498,112170548.56498,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,112170548.56498,112170548.56498,140,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-08-01,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,229704.24202999473,0.0,229704.24202999473,136857947.0601,229704.24202999473,0.0,112400252.80701,112400252.80701,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,112400252.80701,112400252.80701,139,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-08-02,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,-947262.7210199833,0.0,-947262.7210199833,135910684.33908,-947262.7210199833,0.0,111452990.08599001,111452990.08599001,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,111452990.08599001,111452990.08599001,138,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-08-03,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,-5020913.147119999,0.0,-5020913.147119999,130889771.19196,-5020913.147119999,0.0,106432076.93887001,106432076.93887001,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,106432076.93887001,106432076.93887001,137,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-08-04,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,4943188.168089986,0.0,4943188.168089986,135832959.36005,4943188.168089986,0.0,111375265.10696,111375265.10696,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,111375265.10696,111375265.10696,136,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-08-05,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,-11930129.196659997,0.0,-11930129.196659997,123902830.16339,-11930129.196659997,0.0,99445135.91029999,99445135.91029999,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,99445135.91029999,99445135.91029999,135,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-08-06,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,7796646.561510012,0.0,7796646.561510012,131699476.7249,7796646.561510012,0.0,107241782.47181001,107241782.47181001,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,107241782.47181001,107241782.47181001,134,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-08-07,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,-2652275.620990008,0.0,-2652275.620990008,129047201.10391,-2652275.620990008,0.0,104589506.85082,104589506.85082,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,104589506.85082,104589506.85082,133,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-08-08,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,-2496879.275700003,0.0,-2496879.275700003,126550321.82821,-2496879.275700003,0.0,102092627.57512,102092627.57512,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,102092627.57512,102092627.57512,132,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-08-09,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,2270573.7356700003,0.0,2270573.7356700003,128820895.56388,2270573.7356700003,0.0,104363201.31079,104363201.31079,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,104363201.31079,104363201.31079,131,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-08-10,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,-7140772.874369994,0.0,-7140772.874369994,121680122.68951,-7140772.874369994,0.0,97222428.43642,97222428.43642,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,97222428.43642,97222428.43642,130,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-08-11,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,-303382.26598000526,0.0,-303382.26598000526,121376740.42353,-303382.26598000526,0.0,96919046.17043999,96919046.17043999,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,96919046.17043999,96919046.17043999,129,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-08-12,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,-11928654.919129997,0.0,-11928654.919129997,109448085.5044,-11928654.919129997,0.0,84990391.25130999,84990391.25130999,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,84990391.25130999,84990391.25130999,128,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-08-13,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,-6365694.494389996,0.0,-6365694.494389996,103082391.01001,-6365694.494389996,0.0,78624696.75692001,78624696.75692001,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,78624696.75692001,78624696.75692001,127,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-08-14,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,-7313336.5548399985,0.0,-7313336.5548399985,95769054.45517,-7313336.5548399985,0.0,71311360.20208001,71311360.20208001,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,71311360.20208001,71311360.20208001,126,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-08-15,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,-4855111.829390004,0.0,-4855111.829390004,90913942.62578,-4855111.829390004,0.0,66456248.37269,66456248.37269,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,66456248.37269,66456248.37269,125,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-08-16,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,-6856110.306189999,0.0,-6856110.306189999,84057832.31959,-6856110.306189999,0.0,59600138.0665,59600138.0665,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,59600138.0665,59600138.0665,124,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-08-17,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,-1685895.7256599963,0.0,-1685895.7256599963,82371936.59393,-1685895.7256599963,0.0,57914242.340840004,57914242.340840004,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,57914242.340840004,57914242.340840004,123,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-08-18,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,-4064471.7342400104,0.0,-4064471.7342400104,78307464.85969,-4064471.7342400104,0.0,53849770.606599994,53849770.606599994,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,53849770.606599994,53849770.606599994,122,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-08-19,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,2509893.026370004,0.0,2509893.026370004,80817357.88606,2509893.026370004,0.0,56359663.63297,56359663.63297,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,56359663.63297,56359663.63297,121,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-08-20,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,-2135826.611980006,0.0,-2135826.611980006,78681531.27408,-2135826.611980006,0.0,54223837.02098999,54223837.02098999,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,54223837.02098999,54223837.02098999,120,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-08-21,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,-5385648.943619996,0.0,-5385648.943619996,73295882.33046,-5385648.943619996,0.0,48838188.077369995,48838188.077369995,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,48838188.077369995,48838188.077369995,119,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-08-22,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,485286.89667999744,0.0,485286.89667999744,73781169.22714,485286.89667999744,0.0,49323474.97404999,49323474.97404999,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,49323474.97404999,49323474.97404999,118,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
2022-08-23,velodrome,Velodrome - Velodrome #1 *,velodrome,Velodrome #1 *,395507.80403000116,0.0,395507.80403000116,74176677.03117,395507.80403000116,0.0,49718982.778079994,49718982.778079994,0.0,Velodrome - Velodrome #1 ,velodrome,velodrome,Velodrome #1 ,1,Partner Fund,2022-07-13,2022-11-17,3000000.0,49718982.778079994,49718982.778079994,117,87467362.96605,87467362.96605,0.0,6000000.0,87467362.96605,87467362.96605,During Program
